model,cor.model,auc.model,oldRange,newRange,areaLoss,areaGain,species,iter
gf26,0.302309032,0.771096298,0.809022064,0.8412453,0.015784601,0.048007836,Pontia.occidentalis,6
gf45,0.302309032,0.771096298,0.809022064,0.840867971,0.02813465,0.059980557,Pontia.occidentalis,6
gf85,0.302309032,0.771096298,0.809022064,0.853269806,0.019371974,0.063619716,Pontia.occidentalis,6
he26,0.302309032,0.771096298,0.809022064,0.858773586,0.011410705,0.061162227,Pontia.occidentalis,6
he45,0.302309032,0.771096298,0.809022064,0.87484535,0.011005463,0.076828748,Pontia.occidentalis,6
he85,0.302309032,0.771096298,0.809022064,0.895822932,0.016008128,0.102808997,Pontia.occidentalis,6
mg26,0.302309032,0.771096298,0.809022064,0.80193339,0.018330184,0.01124151,Pontia.occidentalis,6
mg45,0.302309032,0.771096298,0.809022064,0.806305482,0.018567957,0.015851374,Pontia.occidentalis,6
mg85,0.302309032,0.771096298,0.809022064,0.814609718,0.02005118,0.025638834,Pontia.occidentalis,6
mp26,0.302309032,0.771096298,0.809022064,0.847422541,0.011456296,0.049856774,Pontia.occidentalis,6
mp45,0.302309032,0.771096298,0.809022064,0.850098729,0.020985815,0.062062479,Pontia.occidentalis,6
mp85,0.302309032,0.771096298,0.809022064,0.865265631,0.019135394,0.075378961,Pontia.occidentalis,6
gf26,0.295622331,0.764241865,0.819983952,0.877071511,0.014328887,0.071416446,Pontia.occidentalis,7
gf45,0.295622331,0.764241865,0.819983952,0.870643459,0.024845467,0.075504974,Pontia.occidentalis,7
gf85,0.295622331,0.764241865,0.819983952,0.877402878,0.020754314,0.078173239,Pontia.occidentalis,7
he26,0.295622331,0.764241865,0.819983952,0.890371651,0.012178754,0.082566452,Pontia.occidentalis,7
he45,0.295622331,0.764241865,0.819983952,0.902109883,0.014062697,0.096188628,Pontia.occidentalis,7
he85,0.295622331,0.764241865,0.819983952,0.916254883,0.018662579,0.114933509,Pontia.occidentalis,7
mg26,0.295622331,0.764241865,0.819983952,0.822824907,0.012951101,0.015792055,Pontia.occidentalis,7
mg45,0.295622331,0.764241865,0.819983952,0.835599406,0.015394779,0.031010232,Pontia.occidentalis,7
mg85,0.295622331,0.764241865,0.819983952,0.852903705,0.013088396,0.046008149,Pontia.occidentalis,7
mp26,0.295622331,0.764241865,0.819983952,0.881079519,0.011514171,0.072609737,Pontia.occidentalis,7
mp45,0.295622331,0.764241865,0.819983952,0.887323762,0.019552922,0.086892732,Pontia.occidentalis,7
mp85,0.295622331,0.764241865,0.819983952,0.89325201,0.022869283,0.09613734,Pontia.occidentalis,7
gf26,0.323627293,0.787133258,0.807052235,0.861710284,0.02230541,0.076963458,Pontia.occidentalis,8
gf45,0.323627293,0.787133258,0.807052235,0.856636807,0.034572257,0.084156828,Pontia.occidentalis,8
gf85,0.323627293,0.787133258,0.807052235,0.864397223,0.027422153,0.084767141,Pontia.occidentalis,8
he26,0.323627293,0.787133258,0.807052235,0.863454806,0.018206834,0.074609405,Pontia.occidentalis,8
he45,0.323627293,0.787133258,0.807052235,0.874642737,0.0183187,0.085909202,Pontia.occidentalis,8
he85,0.323627293,0.787133258,0.807052235,0.89065473,0.025470096,0.10907259,Pontia.occidentalis,8
mg26,0.323627293,0.787133258,0.807052235,0.806774375,0.01761536,0.0173375,Pontia.occidentalis,8
mg45,0.323627293,0.787133258,0.807052235,0.817313828,0.020071445,0.030333038,Pontia.occidentalis,8
mg85,0.323627293,0.787133258,0.807052235,0.826474949,0.01938594,0.038808654,Pontia.occidentalis,8
mp26,0.323627293,0.787133258,0.807052235,0.857900096,0.014989372,0.065837232,Pontia.occidentalis,8
mp45,0.323627293,0.787133258,0.807052235,0.859981372,0.025130562,0.078059699,Pontia.occidentalis,8
mp85,0.323627293,0.787133258,0.807052235,0.868362672,0.028180647,0.089491084,Pontia.occidentalis,8
gf26,0.301523245,0.77418223,0.823659614,0.858853813,0.01914677,0.054340968,Pontia.occidentalis,9
gf45,0.301523245,0.77418223,0.823659614,0.852636353,0.032548208,0.061524948,Pontia.occidentalis,9
gf85,0.301523245,0.77418223,0.823659614,0.854025694,0.031082297,0.061448378,Pontia.occidentalis,9
he26,0.301523245,0.77418223,0.823659614,0.879282937,0.014284263,0.069907586,Pontia.occidentalis,9
he45,0.301523245,0.77418223,0.823659614,0.894193469,0.014220999,0.084754854,Pontia.occidentalis,9
he85,0.301523245,0.77418223,0.823659614,0.908845074,0.020361446,0.105546906,Pontia.occidentalis,9
mg26,0.301523245,0.77418223,0.823659614,0.816521368,0.018473544,0.011335298,Pontia.occidentalis,9
mg45,0.301523245,0.77418223,0.823659614,0.826647377,0.019778758,0.022766521,Pontia.occidentalis,9
mg85,0.301523245,0.77418223,0.823659614,0.835741856,0.019025404,0.031107646,Pontia.occidentalis,9
mp26,0.288592753,0.770421401,0.840188043,0.889680428,0.008353248,0.057845632,Pontia.occidentalis,9
mp45,0.301523245,0.77418223,0.823659614,0.875977268,0.021467629,0.073785284,Pontia.occidentalis,9
mp85,0.301523245,0.77418223,0.823659614,0.881137254,0.023856638,0.081334279,Pontia.occidentalis,9
gf26,0.316867165,0.789866437,0.817529849,0.861785333,0.017644592,0.061900076,Pontia.occidentalis,10
gf45,0.316867165,0.789866437,0.817529849,0.855171271,0.030829951,0.068471372,Pontia.occidentalis,10
gf85,0.316867165,0.789866437,0.817529849,0.864440615,0.024231022,0.071141788,Pontia.occidentalis,10
he26,0.316867165,0.789866437,0.817529849,0.874020376,0.012603639,0.069094165,Pontia.occidentalis,10
he45,0.316867165,0.789866437,0.817529849,0.886517978,0.0117253,0.080713429,Pontia.occidentalis,10
he85,0.316867165,0.789866437,0.817529849,0.904467673,0.015110989,0.102048812,Pontia.occidentalis,10
mg26,0.316867165,0.789866437,0.817529849,0.817739074,0.015494339,0.015703563,Pontia.occidentalis,10
mg45,0.316867165,0.789866437,0.817529849,0.823252971,0.018234921,0.023958042,Pontia.occidentalis,10
mg85,0.316867165,0.789866437,0.817529849,0.837581121,0.015135511,0.035186782,Pontia.occidentalis,10
mp26,0.316867165,0.789866437,0.817529849,0.86518856,0.01036186,0.05802057,Pontia.occidentalis,10
mp45,0.316867165,0.789866437,0.817529849,0.869342135,0.01730452,0.069116806,Pontia.occidentalis,10
mp85,0.316867165,0.789866437,0.817529849,0.884224876,0.015787206,0.082482233,Pontia.occidentalis,10
gf26,0.502690094,0.813058774,0.665444507,0.62866776,0.049178471,0.012401724,sedumRed,1
gf45,0.502690094,0.813058774,0.665444507,0.62484841,0.060537009,0.019940911,sedumRed,1
gf85,0.502690094,0.813058774,0.668552088,0.615452991,0.071346606,0.01824751,sedumRed,1
he26,0.502690094,0.813058774,0.665444507,0.659689119,0.039521724,0.033766335,sedumRed,1
he45,0.502690094,0.813058774,0.46667034,0.557002164,0.013290506,0.103622331,sedumRed,1
he85,0.502690094,0.813058774,0.68960273,0.692805241,0.047907743,0.051110254,sedumRed,1
mg26,0.502690094,0.813058774,0.665444507,0.64159953,0.02678283,0.002937852,sedumRed,1
mg45,0.502690094,0.813058774,0.665444507,0.647287553,0.02388982,0.005732866,sedumRed,1
mg85,0.502690094,0.813058774,0.665444507,0.648095888,0.023451378,0.006102759,sedumRed,1
mp26,0.502690094,0.813058774,0.665444507,0.67882002,0.015873448,0.02924896,sedumRed,1
mp45,0.502690094,0.813058774,0.681493744,0.707409245,0.020448879,0.046364381,sedumRed,1
mp85,0.42978908,0.772109296,0.46667034,0.585458375,0.008612469,0.127400504,sedumRed,1
gf26,0.526513874,0.8252977,0.671659668,0.621802936,0.060681417,0.010824685,sedumRed,2
gf45,0.526513874,0.8252977,0.671659668,0.618088866,0.068507037,0.014936235,sedumRed,2
gf85,0.526513874,0.8252977,0.671659668,0.606057573,0.082156204,0.016554109,sedumRed,2
he26,0.526513874,0.8252977,0.671659668,0.672119764,0.033636984,0.03409708,sedumRed,2
he45,0.526513874,0.8252977,0.671659668,0.686190844,0.035105153,0.049636329,sedumRed,2
he85,0.526513874,0.8252977,0.671659668,0.675648577,0.047953147,0.051942056,sedumRed,2
mg26,0.526513874,0.8252977,0.840506731,0.84347114,0.000217534,0.003181943,sedumRed,2
mg45,0.526513874,0.8252977,0.671659668,0.640828316,0.034193813,0.003362461,sedumRed,2
mg85,0.526513874,0.8252977,0.840506731,0.848038659,0.000119633,0.007651561,sedumRed,2
mp26,0.526513874,0.8252977,0.671659668,0.679306594,0.016364427,0.024011353,sedumRed,2
mp45,0.526513874,0.8252977,0.671659668,0.698901631,0.021560703,0.048802666,sedumRed,2
mp85,0.526513874,0.8252977,0.671659668,0.692596762,0.028346909,0.049284004,sedumRed,2
gf26,0.544007398,0.836169067,0.693373786,0.653724873,0.046674151,0.007025238,sedumRed,3
gf45,0.544007398,0.836169067,0.693373786,0.648013893,0.058090174,0.012730282,sedumRed,3
gf85,0.544007398,0.836169067,0.693373786,0.640280897,0.068489076,0.015396188,sedumRed,3
he26,0.544007398,0.836169067,0.693373786,0.692480229,0.034117079,0.033223523,sedumRed,3
he45,0.544007398,0.836169067,0.693373786,0.704301901,0.036484492,0.047412607,sedumRed,3
he85,0.544007398,0.836169067,0.717700745,0.720086141,0.044087405,0.046472801,sedumRed,3
mg26,0.544007398,0.836169067,0.693373786,0.663691872,0.031555764,0.00187385,sedumRed,3
mg45,0.544007398,0.836169067,0.693373786,0.668825158,0.027540453,0.002991825,sedumRed,3
mg85,0.544007398,0.836169067,0.693373786,0.669476937,0.028028476,0.004131627,sedumRed,3
mp26,0.544007398,0.836169067,0.693373786,0.701653491,0.015756427,0.024036132,sedumRed,3
mp45,0.544007398,0.836169067,0.693373786,0.717209307,0.019919556,0.043755078,sedumRed,3
mp85,0.544007398,0.836169067,0.693373786,0.70941921,0.02852098,0.044566403,sedumRed,3
gf26,0.542888509,0.83352644,0.679447777,0.649341007,0.044555065,0.014448296,sedumRed,4
gf45,0.542888509,0.83352644,0.679447777,0.646358426,0.053459631,0.02037028,sedumRed,4
gf85,0.542888509,0.83352644,0.679447777,0.637866863,0.063377095,0.021796181,sedumRed,4
he26,0.542888509,0.83352644,0.679447777,0.677445848,0.038362723,0.036360795,sedumRed,4
he45,0.542888509,0.83352644,0.679447777,0.689289887,0.039524252,0.049366361,sedumRed,4
he85,0.542888509,0.83352644,0.679447777,0.682681005,0.051682677,0.054915905,sedumRed,4
mg26,0.542888509,0.83352644,0.679447777,0.657547269,0.025557898,0.00365739,sedumRed,4
mg45,0.542888509,0.83352644,0.679447777,0.662465173,0.023103415,0.006120811,sedumRed,4
mg85,0.542888509,0.83352644,0.679447777,0.667925461,0.01906867,0.007546354,sedumRed,4
mp26,0.542888509,0.83352644,0.679447777,0.693683786,0.015138206,0.029374215,sedumRed,4
mp45,0.542888509,0.83352644,0.679447777,0.706116797,0.019866379,0.046535399,sedumRed,4
mp85,0.542888509,0.83352644,0.679447777,0.701592409,0.027474197,0.049618829,sedumRed,4
gf26,0.528220692,0.829614177,0.68100504,0.648816878,0.047339185,0.015151023,sedumRed,5
gf45,0.528220692,0.829614177,0.68100504,0.642836456,0.057855965,0.01968738,sedumRed,5
gf85,0.528220692,0.829614177,0.68100504,0.633448632,0.068350392,0.020793984,sedumRed,5
he26,0.528220692,0.829614177,0.68100504,0.681718858,0.037741019,0.038454837,sedumRed,5
he45,0.528220692,0.829614177,0.68100504,0.693863944,0.03961605,0.052474954,sedumRed,5
he85,0.528220692,0.829614177,0.68100504,0.686770889,0.052034919,0.057800768,sedumRed,5
mg26,0.528220692,0.829614177,0.68100504,0.655545534,0.028199123,0.002739617,sedumRed,5
mg45,0.528220692,0.829614177,0.68100504,0.661244516,0.025321618,0.005561094,sedumRed,5
mg85,0.528220692,0.829614177,0.68100504,0.665023136,0.022404569,0.006422664,sedumRed,5
mp26,0.528220692,0.829614177,0.68100504,0.696266444,0.017093803,0.032355206,sedumRed,5
mp45,0.528220692,0.829614177,0.68100504,0.708211414,0.02196858,0.049174953,sedumRed,5
mp85,0.528220692,0.829614177,0.68100504,0.702455771,0.030568691,0.052019422,sedumRed,5
gf26,0.50751747,0.81635506,0.662730174,0.613778193,0.059402004,0.010450023,sedumRed,6
gf45,0.50751747,0.81635506,0.662730174,0.607492258,0.070849789,0.015611873,sedumRed,6
gf85,0.50751747,0.81635506,0.662730174,0.595410577,0.0840552,0.016735603,sedumRed,6
he26,0.50751747,0.81635506,0.662730174,0.652858089,0.039299356,0.029427271,sedumRed,6
he45,0.50751747,0.81635506,0.662730174,0.666226574,0.040599228,0.044095628,sedumRed,6
he85,0.50751747,0.81635506,0.662730174,0.655592505,0.055847743,0.048710074,sedumRed,6
mg26,0.50751747,0.81635506,0.662730174,0.63317899,0.034068481,0.004517298,sedumRed,6
mg45,0.50751747,0.81635506,0.662730174,0.636080655,0.032111556,0.005462037,sedumRed,6
mg85,0.50751747,0.81635506,0.662730174,0.63725424,0.030535322,0.005059388,sedumRed,6
mp26,0.50751747,0.81635506,0.662730174,0.670860009,0.016380304,0.02451014,sedumRed,6
mp45,0.50751747,0.81635506,0.662730174,0.685035841,0.022379215,0.044684883,sedumRed,6
mp85,0.50751747,0.81635506,0.662730174,0.677490373,0.030172575,0.044932774,sedumRed,6
gf26,0.541348334,0.833414696,0.674808983,0.640506135,0.045955587,0.011652739,sedumRed,7
gf45,0.541348334,0.833414696,0.674808983,0.634238796,0.05911351,0.018543324,sedumRed,7
gf85,0.541348334,0.833414696,0.674808983,0.628226005,0.067014059,0.020431082,sedumRed,7
he26,0.541348334,0.833414696,0.674808983,0.669501772,0.039845396,0.034538185,sedumRed,7
he45,0.541348334,0.833414696,0.674808983,0.682693835,0.040889407,0.048774259,sedumRed,7
he85,0.541348334,0.833414696,0.674808983,0.674845013,0.055537902,0.055573932,sedumRed,7
mg26,0.541348334,0.833414696,0.674808983,0.649198862,0.028453244,0.002843123,sedumRed,7
mg45,0.541348334,0.833414696,0.674808983,0.655523561,0.024727853,0.005442431,sedumRed,7
mg85,0.541348334,0.833414696,0.674808983,0.659569327,0.022240952,0.007001297,sedumRed,7
mp26,0.541348334,0.833414696,0.674808983,0.68562136,0.017016954,0.027829331,sedumRed,7
mp45,0.541348334,0.833414696,0.674808983,0.697558409,0.022264281,0.045013708,sedumRed,7
mp85,0.541348334,0.833414696,0.674808983,0.692586051,0.029596548,0.047373616,sedumRed,7
gf26,0.534227572,0.828405123,0.67772868,0.653873811,0.04432969,0.020474822,sedumRed,8
gf45,0.534227572,0.828405123,0.67772868,0.644614175,0.057570234,0.024455729,sedumRed,8
gf85,0.534227572,0.828405123,0.67772868,0.643018924,0.062484552,0.027774796,sedumRed,8
he26,0.534227572,0.828405123,0.67772868,0.677514258,0.041908094,0.041693673,sedumRed,8
he45,0.534227572,0.828405123,0.67772868,0.685980232,0.0444705,0.052722052,sedumRed,8
he85,0.534227572,0.828405123,0.67772868,0.674827943,0.060000885,0.057100149,sedumRed,8
mg26,0.534227572,0.828405123,0.67772868,0.660666666,0.022011705,0.004949691,sedumRed,8
mg45,0.534227572,0.828405123,0.67772868,0.667792657,0.019926001,0.009989978,sedumRed,8
mg85,0.534227572,0.828405123,0.67772868,0.675667284,0.017162032,0.015100636,sedumRed,8
mp26,0.534227572,0.828405123,0.67772868,0.692334617,0.019848141,0.034454078,sedumRed,8
mp45,0.534227572,0.828405123,0.67772868,0.704817659,0.02464251,0.05173149,sedumRed,8
mp85,0.534227572,0.828405123,0.67772868,0.697750058,0.034331575,0.054352954,sedumRed,8
gf26,0.496561774,0.80831701,0.672041844,0.634702538,0.05457063,0.017231325,sedumRed,9
gf45,0.496561774,0.80831701,0.672041844,0.628474773,0.063875004,0.020307934,sedumRed,9
gf85,0.496561774,0.80831701,0.672041844,0.622247007,0.071622249,0.021827413,sedumRed,9
he26,0.496561774,0.80831701,0.672041844,0.664897793,0.046625414,0.039481363,sedumRed,9
he45,0.496561774,0.80831701,0.672041844,0.671103232,0.048286845,0.047348233,sedumRed,9
he85,0.496561774,0.80831701,0.672041844,0.661421751,0.062535167,0.051915074,sedumRed,9
mg26,0.496561774,0.80831701,0.672041844,0.653474348,0.023952164,0.005384669,sedumRed,9
mg45,0.496561774,0.80831701,0.672041844,0.65851516,0.02327888,0.009752196,sedumRed,9
mg85,0.496561774,0.80831701,0.672041844,0.665219868,0.021673059,0.014851084,sedumRed,9
mp26,0.496561774,0.80831701,0.672041844,0.681435982,0.019666148,0.029060286,sedumRed,9
mp45,0.496561774,0.80831701,0.672041844,0.693554781,0.023752118,0.045265055,sedumRed,9
mp85,0.496561774,0.80831701,0.672041844,0.686203691,0.034247998,0.048409846,sedumRed,9
gf26,0.521664535,0.821825446,0.663850483,0.627604702,0.044882366,0.008636585,sedumRed,10
gf45,0.521664535,0.821825446,0.663850483,0.624940855,0.053800428,0.0148908,sedumRed,10
gf85,0.521664535,0.821825446,0.663850483,0.615709459,0.066492396,0.018351372,sedumRed,10
he26,0.521664535,0.821825446,0.663850483,0.658608873,0.036548541,0.031306931,sedumRed,10
he45,0.521664535,0.821825446,0.663850483,0.67338109,0.037762146,0.047292753,sedumRed,10
he85,0.521664535,0.821825446,0.663850483,0.668379932,0.050997059,0.055526508,sedumRed,10
mg26,0.521664535,0.821825446,0.663850483,0.637839584,0.028082131,0.002071233,sedumRed,10
mg45,0.521664535,0.821825446,0.663850483,0.641526632,0.025438719,0.003114868,sedumRed,10
mg85,0.521664535,0.821825446,0.663850483,0.642358177,0.025291063,0.003798757,sedumRed,10
mp26,0.521664535,0.821825446,0.663850483,0.673417436,0.01610479,0.025671743,sedumRed,10
mp45,0.521664535,0.821825446,0.663850483,0.689295025,0.020746675,0.046191218,sedumRed,10
mp85,0.521664535,0.821825446,0.663850483,0.683140703,0.028398042,0.047688262,sedumRed,10
