lon,lat,acceptedScientificName
-122.1332,44.4069,Sedum divergens S.Watson
-122.2506,44.0048,Sedum divergens S.Watson
-122.0736,44.5012,Sedum divergens S.Watson
-124.675,48.26667,Sedum divergens S.Watson
-122.1161,44.3778,Sedum divergens S.Watson
-122.2558,44.3289,Sedum divergens S.Watson
-122.1431,44.3995,Sedum divergens S.Watson
-122.9810093,49.88971149,Sedum divergens S.Watson
-122.6575,43.5793,Sedum divergens S.Watson
-122.9810093,49.88971149,Sedum divergens S.Watson
-122.75,50,Sedum divergens S.Watson
-132.25,53.25,Sedum divergens S.Watson
-123.9383,49.1655,Sedum divergens S.Watson
-122.6,52.4,Sedum divergens S.Watson
-127.470833,54.780556,Sedum divergens S.Watson
-121.84639,48.78111,Sedum divergens S.Watson
-120.661069,47.462899,Sedum divergens S.Watson
-122.78,49.95,Sedum divergens S.Watson
-118.666667,52.8,Sedum divergens S.Watson
-119.2017,53.0651,Sedum divergens S.Watson
-126,54,Sedum divergens S.Watson
-122.78,49.95,Sedum divergens S.Watson
-127.67,55.25,Sedum divergens S.Watson
-124.6,49.2,Sedum divergens S.Watson
-121.57,53.1,Sedum divergens S.Watson
-121.6010554,53.0997411,Sedum divergens S.Watson
-123.93,49.75,Sedum divergens S.Watson
-125.44,50.32,Sedum divergens S.Watson
-131.8,56.7,Sedum divergens S.Watson
-120.78,49.07,Sedum divergens S.Watson
-120.51,49.46,Sedum divergens S.Watson
-122.1581,44.3958,Sedum divergens S.Watson
-124.675,48.26667,Sedum divergens S.Watson
-122.961009,49.89971171,Sedum divergens S.Watson
-121.7,49.2,Sedum divergens S.Watson
-120.8,49.1,Sedum divergens S.Watson
-126,53.8,Sedum divergens S.Watson
-128.5,54.5,Sedum divergens S.Watson
-122.78,49.95,Sedum divergens S.Watson
-123.24604,47.53119,Sedum divergens S.Watson
-123.03,49.94,Sedum divergens S.Watson
-124.3,49.1,Sedum divergens S.Watson
-125.3,49.7,Sedum divergens S.Watson
-120.92583,47.47639,Sedum divergens S.Watson
-128.6,54.52,Sedum divergens S.Watson
-121.6,50.2,Sedum divergens S.Watson
-124.6010376,49.29969427,Sedum divergens S.Watson
-124.7,49.25,Sedum divergens S.Watson
-121.03614,48.162536,Sedum divergens S.Watson
-122.78,49.95,Sedum divergens S.Watson
-122.6558,43.5744,Sedum divergens S.Watson
-123.40833,47.93333,Sedum divergens S.Watson
-122.6558,43.5744,Sedum divergens S.Watson
-125.5,50.5,Sedum divergens S.Watson
-126.1012044,53.79969822,Sedum divergens S.Watson
-126.05,53.8,Sedum divergens S.Watson
-120.513208,48.362944,Sedum divergens S.Watson
-128.42,54.63,Sedum divergens S.Watson
-124.22,48.94,Sedum divergens S.Watson
-126.95,52.833333,Sedum divergens S.Watson
-126.95,52.833333,Sedum divergens S.Watson
-120.51,49.46,Sedum divergens S.Watson
-123.03,49.94,Sedum divergens S.Watson
-125.26,51.38,Sedum divergens S.Watson
-120.94637,47.47263,Sedum divergens S.Watson
-122.18888,46.19893,Sedum divergens S.Watson
-121.6525,45.405,Sedum divergens S.Watson
-125.3,49.7,Sedum divergens S.Watson
-123.73306,47.91,Sedum divergens S.Watson
-123.7406,47.90655,Sedum divergens S.Watson
-121.88333,46.88333,Sedum divergens S.Watson
-120,47,Sedum divergens S.Watson
-123.73337,47.95059,Sedum divergens S.Watson
-123.34889,47.78278,Sedum divergens S.Watson
-123.12014,47.77561,Sedum divergens S.Watson
-120.737582,48.105535,Sedum divergens S.Watson
-121.8192,44.6289,Sedum divergens S.Watson
-121.6959,45.381,Sedum divergens S.Watson
-120.56581,47.37864,Sedum divergens S.Watson
-121.7132,45.4094,Sedum divergens S.Watson
-123.474444,47.995278,Sedum divergens S.Watson
-120,47,Sedum divergens S.Watson
-123.3003,42.0136,Sedum divergens S.Watson
-123.46784,47.99538,Sedum divergens S.Watson
-121.5744,45.3431,Sedum divergens S.Watson
-121.5744,45.3431,Sedum divergens S.Watson
-121.619,45.3302,Sedum divergens S.Watson
-121.7132,45.4094,Sedum divergens S.Watson
-122.6558,43.5744,Sedum divergens S.Watson
-121.5953,45.3644,Sedum divergens S.Watson
-121.71768,46.87596,Sedum divergens S.Watson
-121.7181,46.8844,Sedum divergens S.Watson
-120.396064,48.361367,Sedum divergens S.Watson
-120,47,Sedum divergens S.Watson
-123.1,49.3,Sedum divergens S.Watson
-125.6,50.9,Sedum divergens S.Watson
-123.01,49.95,Sedum divergens S.Watson
-123.8,50,Sedum divergens S.Watson
-123.01,49.95,Sedum divergens S.Watson
-125,55,Sedum divergens S.Watson
-120,47,Sedum divergens S.Watson
-121.73139,46.75833,Sedum divergens S.Watson
-123.46784,47.99538,Sedum divergens S.Watson
-120,47,Sedum divergens S.Watson
-125,55,Sedum divergens S.Watson
-121.76092,46.85163,Sedum divergens S.Watson
-125,55,Sedum divergens S.Watson
-121.416667,49,Sedum divergens S.Watson
-125,55,Sedum divergens S.Watson
-124.1,49.1,Sedum divergens S.Watson
-118.533333,52.866667,Sedum divergens S.Watson
-120,44,Sedum divergens S.Watson
-120,47,Sedum divergens S.Watson
-120.90238,47.47522,Sedum divergens S.Watson
-121.3375,47.27694,Sedum divergens S.Watson
-120,47,Sedum divergens S.Watson
-121.6967,45.3732,Sedum divergens S.Watson
-121.483333,46.216667,Sedum divergens S.Watson
-121.49064,46.202621,Sedum divergens S.Watson
-124.6,49.216667,Sedum divergens S.Watson
-122.379297,41.22307,Sedum L.
-122.5217,41.21595,Sedum L.
-104.961468,39.732207,Sedum L.
-123.640583,42.354861,Sedum L.
-121.78894,38.53286,Sedum L.
-122.835348,40.804528,Sedum L.
-122.782,49.266,Sedum L.
-122.519,41.213,Sedum L.
-122.33214,41.17691,Sedum L.
-122.959,41.3028,Sedum L.
-122.587182,41.534901,Sedum L.
-122.581667,41.435,Sedum L.
-122.50972,40.99484,Sedum L.
-122.415183,41.558033,Sedum L.
-122.507901,41.577439,Sedum L.
-122.466531,41.573929,Sedum L.
-122.132,44.4017,Sedum L.
-122.826,39.7292,Sedum L.
-122.4992,41.2831,Sedum L.
-122.4992,41.2831,Sedum L.
-117.028939,47.708942,Sedum L.
-122.53,41.33,Sedum L.
-122.403476,41.392021,Sedum L.
-122.731399,41.260897,Sedum L.
-122.4992,41.2831,Sedum L.
-122.53,41.3,Sedum L.
-122.508786,41.231968,Sedum L.
-122.54,41.345,Sedum L.
-122.592865,41.358628,Sedum L.
-122.440298,41.252365,Sedum L.
-122.706902,41.217452,Sedum L.
-118.722816,47.867031,Sedum L.
-124.642,49.422,Sedum L.
-124.64,49.42,Sedum L.
-122.82242,48.5402,Sedum L.
-104.9619,39.73193,Sedum L.
-104.9619,39.73193,Sedum L.
-104.9619,39.73193,Sedum L.
-132.09,53.254722,Sedum L.
-127.245,53.7375,Sedum L.
-125.5,49.5,Sedum L.
-107.139217,34.010975,Sedum L.
-107.183389,33.994028,Sedum L.
-109.432581,33.063126,Sedum L.
-111.333,34.4667,Sedum L.
-105.883333,40.516667,Sedum L.
-109.75,42.966667,Sedum L.
-109.4074,45.0442,Sedum L.
-118.530275,55.253777,Sedum L.
-112.9,44.383333,Sedum L.
-111.866667,44.966667,Sedum L.
-120.1,51.7,Sedum L.
-135.217,63.947,Sedum L.
-105.789828,35.748335,Sedum L.
-108.196717,33.105314,Sedum L.
-114.833333,50.017222,Sedum L.
-105.50553,40.37879,Sedum L.
-105.61528,40.25472,Sedum L.
-120.955439,39.530179,Sedum L.
-105.59028,40.24167,Sedum L.
-120.637748,47.394023,Sedum L.
-122.4775296,41.31977463,Sedum L.
-105.22472,40.42139,Sedum L.
-105.13497,39.73907,Sedum L.
-122.648697,44.872279,Sedum L.
-121.11833,46.81889,Sedum L.
-106.529611,32.626899,Sedum L.
-112.07403,33.44837,Sedum L.
-116.476734,51.492286,Sedum L.
-113.918058,49.052845,Sedum L.
-124.11816,48.06623,Sedum L.
-122.7173,42.0865,Sedum L.
-124,49.2,Sedum L.
-117.425,47.65889,Sedum L.
-119,37,Sedum L.
-122.7161,42.0808,Sedum L.
-122.4775296,41.31977463,Sedum L.
-118.7883,45.6741,Sedum L.
-123.25081,49.25408,Sedum L.
-123.25081,49.25408,Sedum L.
-123.25081,49.25408,Sedum L.
-123.25081,49.25408,Sedum L.
-123.25081,49.25408,Sedum L.
-105.77694,39.54611,Sedum L.
-123.25081,49.25408,Sedum L.
-123.25081,49.25408,Sedum L.
-123.25081,49.25408,Sedum L.
-123.25081,49.25408,Sedum L.
-123.25081,49.25408,Sedum L.
-123.25081,49.25408,Sedum L.
-117.051744,49.061274,Sedum lanceolatum subsp. lanceolatum
-111.698182,40.60546,Sedum lanceolatum subsp. lanceolatum
-127.3284,55.01456,Sedum lanceolatum subsp. lanceolatum
-113.243987,47.66917,Sedum lanceolatum subsp. lanceolatum
-107.38532,38.17958,Sedum lanceolatum subsp. lanceolatum
-109.800655,49.663481,Sedum lanceolatum subsp. lanceolatum
-118.494746,42.615163,Sedum lanceolatum subsp. lanceolatum
-120.9094,49.07069,Sedum lanceolatum subsp. lanceolatum
-106.904303,41.17146,Sedum lanceolatum subsp. lanceolatum
-121.36591,50.42004,Sedum lanceolatum subsp. lanceolatum
-114.81525,42.12853,Sedum lanceolatum subsp. lanceolatum
-120.79,50.11,Sedum lanceolatum subsp. lanceolatum
-120.23073,49.71093,Sedum lanceolatum subsp. lanceolatum
-105.710884,39.510707,Sedum lanceolatum subsp. lanceolatum
-105.71084,39.51078,Sedum lanceolatum subsp. lanceolatum
-120.75962,49.10272,Sedum lanceolatum subsp. lanceolatum
-121.01951,48.87638,Sedum lanceolatum subsp. lanceolatum
-109.459296,49.655914,Sedum lanceolatum subsp. lanceolatum
-118.31548,44.33179,Sedum lanceolatum subsp. lanceolatum
-118.80917,44.34297,Sedum lanceolatum subsp. lanceolatum
-127.210111,53.786944,Sedum lanceolatum subsp. lanceolatum
-126.408472,53.448944,Sedum lanceolatum subsp. lanceolatum
-122.919967,48.754717,Sedum lanceolatum subsp. lanceolatum
-122.82242,48.5404,Sedum lanceolatum subsp. lanceolatum
-127.961667,57.833333,Sedum lanceolatum subsp. lanceolatum
-113.59305,46.13403,Sedum lanceolatum subsp. lanceolatum
-113.57106,46.23473,Sedum lanceolatum subsp. lanceolatum
-120.19608,48.9738,Sedum lanceolatum subsp. lanceolatum
-120.20876,48.936,Sedum lanceolatum subsp. lanceolatum
-120.25975,48.95349,Sedum lanceolatum subsp. lanceolatum
-120.81444,48.52361,Sedum lanceolatum subsp. lanceolatum
-122.88579,48.76398,Sedum lanceolatum subsp. lanceolatum
-122.8539,48.54536,Sedum lanceolatum subsp. lanceolatum
-122.88631,48.76422,Sedum lanceolatum subsp. lanceolatum
-122.974533,48.61385,Sedum lanceolatum subsp. lanceolatum
-120.2016,47.076283,Sedum lanceolatum subsp. lanceolatum
-122.55352,48.53402,Sedum lanceolatum subsp. lanceolatum
-122.554183,48.53355,Sedum lanceolatum subsp. lanceolatum
-122.545467,48.5221,Sedum lanceolatum subsp. lanceolatum
-121.143817,46.763733,Sedum lanceolatum subsp. lanceolatum
-123.018583,48.595417,Sedum lanceolatum subsp. lanceolatum
-122.970333,48.532833,Sedum lanceolatum subsp. lanceolatum
-120.829767,48.395283,Sedum lanceolatum subsp. lanceolatum
-120.81985,48.401117,Sedum lanceolatum subsp. lanceolatum
-120.653668,48.48329,Sedum lanceolatum subsp. lanceolatum
-120.68285,47.348567,Sedum lanceolatum subsp. lanceolatum
-120.563333,47.378056,Sedum lanceolatum subsp. lanceolatum
-105.472778,39.743611,Sedum lanceolatum subsp. lanceolatum
-105.28972,39.69666,Sedum lanceolatum subsp. lanceolatum
-105.47277,39.74361,Sedum lanceolatum subsp. lanceolatum
-105.289722,39.696667,Sedum lanceolatum subsp. lanceolatum
-120.573333,48.375,Sedum lanceolatum subsp. lanceolatum
-105,39,Sedum lanceolatum subsp. lanceolatum
-118.441111,48.673056,Sedum lanceolatum subsp. lanceolatum
-105,39,Sedum lanceolatum subsp. lanceolatum
-120.750333,48.5023,Sedum lanceolatum subsp. lanceolatum
-120.402767,48.634817,Sedum lanceolatum subsp. lanceolatum
-119.93246,48.66956,Sedum lanceolatum subsp. lanceolatum
-119.942033,48.662033,Sedum lanceolatum subsp. lanceolatum
-120.668883,48.720367,Sedum lanceolatum subsp. lanceolatum
-120.901,49.531,Sedum lanceolatum subsp. lanceolatum
-120.901,49.532,Sedum lanceolatum subsp. lanceolatum
-127.250556,53.734722,Sedum lanceolatum subsp. lanceolatum
-105.26666,41.18333,Sedum lanceolatum subsp. lanceolatum
-105.01666,41.13333,Sedum lanceolatum subsp. lanceolatum
-105.104202,38.208302,Sedum lanceolatum subsp. lanceolatum
-123.616667,48.633333,Sedum lanceolatum subsp. lanceolatum
-118.76667,48.88333,Sedum lanceolatum subsp. lanceolatum
-121.75,49.04,Sedum lanceolatum subsp. lanceolatum
-100,45,Sedum lanceolatum subsp. lanceolatum
-114.923342,43.905634,Sedum lanceolatum subsp. lanceolatum
-109.5433,43.3778,Sedum lanceolatum subsp. lanceolatum
-113.857782,44.197215,Sedum lanceolatum subsp. lanceolatum
-121.933333,50.683333,Sedum lanceolatum subsp. lanceolatum
-125.7,52.983333,Sedum lanceolatum subsp. lanceolatum
-119.283157,48.678838,Sedum lanceolatum subsp. lanceolatum
-120.916667,46.8875,Sedum lanceolatum subsp. lanceolatum
-119.5,49,Sedum lanceolatum subsp. lanceolatum
-110.903022,43.205606,Sedum lanceolatum subsp. lanceolatum
-118.0438,44.8686,Sedum lanceolatum subsp. lanceolatum
-106.484194,38.689162,Sedum lanceolatum subsp. lanceolatum
-131.2,57.9,Sedum lanceolatum subsp. lanceolatum
-122.57,57.03,Sedum lanceolatum subsp. lanceolatum
-117.91,39.54,Sedum lanceolatum subsp. lanceolatum
-115.52,40.31,Sedum lanceolatum subsp. lanceolatum
-120.16,49.02,Sedum lanceolatum subsp. lanceolatum
-124.3,54.5,Sedum lanceolatum subsp. lanceolatum
-125.144444,52.363889,Sedum lanceolatum subsp. lanceolatum
-125.815,52.56,Sedum lanceolatum subsp. lanceolatum
-131.2,57.9,Sedum lanceolatum subsp. lanceolatum
-125.7,52,Sedum lanceolatum subsp. lanceolatum
-126,52.613333,Sedum lanceolatum subsp. lanceolatum
-121,50,Sedum lanceolatum subsp. lanceolatum
-133.6066,59.4887,Sedum lanceolatum subsp. lanceolatum
-119.9,52,Sedum lanceolatum subsp. lanceolatum
-123.3,51.7,Sedum lanceolatum subsp. lanceolatum
-113.6,42.35,Sedum lanceolatum subsp. lanceolatum
-112.13,36.42,Sedum lanceolatum subsp. lanceolatum
-124,52,Sedum lanceolatum subsp. lanceolatum
-123,51.2,Sedum lanceolatum subsp. lanceolatum
-121.5,51.8,Sedum lanceolatum subsp. lanceolatum
-129.29,57.97,Sedum lanceolatum subsp. lanceolatum
-114.95,49.58,Sedum lanceolatum subsp. lanceolatum
-121.6,50.7,Sedum lanceolatum subsp. lanceolatum
-133.67,59.55,Sedum lanceolatum subsp. lanceolatum
-121.6,50.7,Sedum lanceolatum subsp. lanceolatum
-114.95,49.58,Sedum lanceolatum subsp. lanceolatum
-128.8,57.6,Sedum lanceolatum subsp. lanceolatum
-123.68,51.24,Sedum lanceolatum subsp. lanceolatum
-128.8,57.6,Sedum lanceolatum subsp. lanceolatum
-118.5733,42.6314,Sedum lanceolatum subsp. lanceolatum
-131.16,57.9,Sedum lanceolatum subsp. lanceolatum
-131.39,57.84,Sedum lanceolatum subsp. lanceolatum
-126.8,54.1,Sedum lanceolatum subsp. lanceolatum
-120.42,54.97,Sedum lanceolatum subsp. lanceolatum
-124.7,54.1,Sedum lanceolatum subsp. lanceolatum
-127.2,54.5,Sedum lanceolatum subsp. lanceolatum
-127,54.7,Sedum lanceolatum subsp. lanceolatum
-122.4,50.2,Sedum lanceolatum subsp. lanceolatum
-117.2581,45.2311,Sedum lanceolatum subsp. lanceolatum
-121,51,Sedum lanceolatum subsp. lanceolatum
-117.3429,45.3146,Sedum lanceolatum subsp. lanceolatum
-121.3,49.1,Sedum lanceolatum subsp. lanceolatum
-119.5,49.9,Sedum lanceolatum subsp. lanceolatum
-130.6,57.6,Sedum lanceolatum subsp. lanceolatum
-130.1,58.7,Sedum lanceolatum subsp. lanceolatum
-113.514774,44.769099,Sedum lanceolatum subsp. lanceolatum
-127.5,54.1,Sedum lanceolatum subsp. lanceolatum
-120.78,49.07,Sedum lanceolatum subsp. lanceolatum
-121.19722,46.87194,Sedum lanceolatum subsp. lanceolatum
-122.5,52.5,Sedum lanceolatum subsp. lanceolatum
-123.04,51.72,Sedum lanceolatum subsp. lanceolatum
-122.4,51.7,Sedum lanceolatum subsp. lanceolatum
-122.66,51.78,Sedum lanceolatum subsp. lanceolatum
-121.92,52.53,Sedum lanceolatum subsp. lanceolatum
-123.19,49.12,Sedum lanceolatum subsp. lanceolatum
-109.2,36.27,Sedum lanceolatum subsp. lanceolatum
-127.91,52.74,Sedum lanceolatum subsp. lanceolatum
-117.2,50,Sedum lanceolatum subsp. lanceolatum
-109.206,36.2744,Sedum lanceolatum subsp. lanceolatum
-120,50,Sedum lanceolatum subsp. lanceolatum
-125.3,52.8,Sedum lanceolatum subsp. lanceolatum
-123,55.4,Sedum lanceolatum subsp. lanceolatum
-122.4,51,Sedum lanceolatum subsp. lanceolatum
-120.78,49.07,Sedum lanceolatum subsp. lanceolatum
-118.42,41.3,Sedum lanceolatum subsp. lanceolatum
-114.35,49.18,Sedum lanceolatum subsp. lanceolatum
-121.44,49.38,Sedum lanceolatum subsp. lanceolatum
-117.2572,45.1587,Sedum lanceolatum subsp. lanceolatum
-121.8391,48.8221,Sedum lanceolatum subsp. lanceolatum
-114.9,49.9,Sedum lanceolatum subsp. lanceolatum
-119.066667,50.366667,Sedum lanceolatum subsp. lanceolatum
